customer_id,customer_name,city,acquisition_channel,signup_date,total_orders,completed_orders,total_revenue,avg_order_value,first_order_date,last_order_date,most_recent_order
C0311,Omaja Wagle,Jaipur,referral,2022-12-07,4,3,8692.07,2897.36,2023-09-24,2024-06-30,2024-06-30
C1026,Chakrika Batta,Delhi,organic,2023-11-27,1,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1062,Netra Sehgal,Kolkata,organic,2022-08-23,2,2,7341.66,3670.83,2023-04-05,2023-11-01,2023-11-01
C1415,Nisha Chawla,Delhi,email,2022-01-14,1,1,1863.53,1863.53,2023-08-01,2023-08-01,2023-08-01
C0536,Chandresh Tripathi,Ahmedabad,email,2024-03-14,3,2,3797.9,1898.95,2024-06-22,2024-06-30,2024-06-30
C1630,Pavani Vala,Delhi,paid_search,2024-05-05,4,2,3774.37,1887.19,2024-06-30,2024-06-30,2024-06-30
C0215,Fariq Bahl,Pune,organic,2023-05-22,5,4,12599.56,3149.89,2023-09-15,2024-06-30,2024-06-30
C0277,Wriddhish Kibe,Ahmedabad,email,2023-10-30,4,3,5803.16,1934.39,2024-05-25,2024-06-30,2024-06-30
C1438,Amrita Mahal,Bengaluru,paid_search,2024-06-02,2,1,1118.47,1118.47,2024-06-30,2024-06-30,2024-06-30
C0614,Samar Sachdev,Delhi,organic,2022-09-13,2,1,3607.02,3607.02,2023-05-09,2023-09-21,2023-09-21
C1182,Mekhala Barad,Ahmedabad,paid_search,2022-10-30,1,0,0.0,,2024-02-26,2024-02-26,2024-02-26
C0509,Baljiwan Walla,Kolkata,paid_search,2022-10-17,1,1,2464.28,2464.28,2024-03-19,2024-03-19,2024-03-19
C1218,Yashodhara Suresh,Pune,organic,2023-05-14,2,2,7276.53,3638.27,2024-01-18,2024-06-30,2024-06-30
C1295,Om Viswanathan,Kolkata,organic,2023-11-29,1,0,0.0,,2024-03-01,2024-03-01,2024-03-01
C1273,Januja Garg,Surat,social_media,2023-06-14,1,0,0.0,,2024-06-25,2024-06-25,2024-06-25
C1317,Tristan Nayar,Delhi,social_media,2023-10-13,2,2,4873.53,2436.77,2024-03-29,2024-06-30,2024-06-30
C1899,Yashoda Prabhakar,Mumbai,paid_search,2023-10-17,1,1,8467.74,8467.74,2024-06-30,2024-06-30,2024-06-30
C1518,Ayaan Mander,Surat,referral,2022-07-27,1,1,6383.32,6383.32,2023-11-11,2023-11-11,2023-11-11
C1739,Ekantika Deo,Delhi,social_media,2022-05-03,3,3,19480.22,6493.41,2022-09-19,2023-07-22,2023-07-22
C0486,Dalbir Krish,Bengaluru,referral,2023-09-09,2,1,3268.11,3268.11,2024-06-30,2024-06-30,2024-06-30
C0312,Ganga Brar,Ahmedabad,email,2023-01-22,5,3,11942.08,3980.69,2023-03-16,2024-06-30,2024-06-30
C0275,Bina Basak,Chennai,social_media,2022-01-22,4,4,9442.67,2360.67,2023-06-21,2023-12-28,2023-12-28
C1063,Rudra Mitra,Delhi,organic,2024-04-05,4,2,16503.01,8251.51,2024-06-15,2024-06-30,2024-06-30
C1585,Victor Dass,Delhi,organic,2023-07-17,4,3,9781.92,3260.64,2024-05-05,2024-06-30,2024-06-30
C1447,Falguni Kala,Kolkata,organic,2023-11-11,7,3,16407.43,5469.14,2024-03-13,2024-06-30,2024-06-30
C0634,Abeer Basak,Bengaluru,email,2022-03-17,7,6,21553.34,3592.22,2022-06-27,2023-09-24,2023-09-24
C1020,Karan Parmer,Surat,organic,2022-06-19,5,3,6300.4,2100.13,2023-02-03,2024-01-13,2024-01-13
C1908,Oliver Kunda,Jaipur,social_media,2022-07-03,3,1,1233.52,1233.52,2022-08-09,2023-07-16,2023-07-16
C0276,Varenya Kala,Bengaluru,paid_search,2024-02-21,7,3,5529.85,1843.28,2024-03-04,2024-06-30,2024-06-30
C1009,Rajata D’Alia,Surat,organic,2022-04-26,9,6,28178.78,4696.46,2022-10-28,2024-04-01,2024-04-01
C1827,Quincy Kumer,Surat,referral,2024-03-30,6,4,17372.01,4343.0,2024-04-08,2024-06-30,2024-06-30
C1711,Chaaya Parikh,Chennai,social_media,2023-07-17,5,3,29934.22,9978.07,2023-08-20,2024-06-30,2024-06-30
C1284,Henry Dasgupta,Mumbai,referral,2024-06-13,8,3,5567.11,1855.7,2024-06-30,2024-06-30,2024-06-30
C1018,Mohini Chakraborty,Surat,social_media,2024-01-26,7,5,14210.59,2842.12,2024-02-07,2024-06-30,2024-06-30
C1076,Jagat Rege,Surat,organic,2023-09-07,9,5,25989.96,5197.99,2023-09-15,2024-06-30,2024-06-30
C0658,Sai Deshmukh,Mumbai,organic,2022-03-16,7,1,3841.96,3841.96,2022-07-05,2023-11-19,2023-11-19
C0217,Oni Shankar,Chennai,referral,2022-12-15,8,3,12485.74,4161.91,2023-04-25,2024-06-15,2024-06-15
C1826,Adya Sarraf,Hyderabad,paid_search,2023-10-03,6,4,22445.94,5611.49,2024-06-30,2024-06-30,2024-06-30
C0200,Inaya Mukherjee,Chennai,referral,2024-03-02,6,4,8958.72,2239.68,2024-04-18,2024-06-30,2024-06-30
C1870,Udarsh Shroff,Hyderabad,organic,2023-03-26,4,2,3496.78,1748.39,2023-06-29,2024-06-30,2024-06-30
C0720,Krisha Vyas,Jaipur,email,2022-12-24,4,4,14013.65,3503.41,2023-04-04,2024-06-30,2024-06-30
C1238,Aarush Nagy,Hyderabad,organic,2023-08-15,10,3,5977.62,1992.54,2024-01-26,2024-06-30,2024-06-30
C1168,Viraj Manne,Hyderabad,organic,2022-03-05,5,4,26445.81,6611.45,2023-05-03,2024-01-30,2024-01-30
C0183,Xiti Pandya,Kolkata,organic,2024-06-19,5,3,14072.7,4690.9,2024-06-20,2024-06-30,2024-06-30
C1459,Chanakya Modi,Delhi,paid_search,2022-01-19,7,5,14800.17,2960.03,2022-02-14,2023-12-08,2023-12-08
C0640,Urishilla Oza,Bengaluru,paid_search,2023-06-15,8,4,30700.87,7675.22,2023-11-18,2024-06-30,2024-06-30
C1535,Reva Sane,Bengaluru,paid_search,2023-06-02,5,3,10570.6,3523.53,2023-12-31,2024-06-30,2024-06-30
C0056,Radha Pai,Ahmedabad,organic,2024-03-13,8,6,16108.72,2684.79,2024-05-03,2024-06-30,2024-06-30
C0517,Urvi Dua,Kolkata,organic,2023-11-03,1,1,1155.99,1155.99,2024-03-18,2024-03-18,2024-03-18
C1519,Chavvi Bandi,Ahmedabad,referral,2024-05-31,10,9,32049.91,3561.1,2024-06-30,2024-06-30,2024-06-30
C1982,Leena Divan,Pune,referral,2023-11-07,5,1,3269.15,3269.15,2024-04-04,2024-06-30,2024-06-30
C0432,Yochana Bawa,Kolkata,paid_search,2022-05-06,8,6,13638.69,2273.12,2022-05-27,2024-02-10,2024-02-10
C1399,Madhav Kala,Mumbai,social_media,2022-01-21,3,1,1924.28,1924.28,2022-03-05,2023-05-11,2023-05-11
C0117,Ekiya D’Alia,Mumbai,organic,2022-09-29,6,4,16966.06,4241.52,2022-12-29,2024-06-30,2024-06-30
C1592,Saumya Rege,Chennai,social_media,2023-09-24,7,4,9220.28,2305.07,2023-11-27,2024-06-30,2024-06-30
C1958,Vamakshi Hora,Jaipur,organic,2023-09-23,8,7,16021.18,2288.74,2023-09-29,2024-06-30,2024-06-30
C1466,Devika Setty,Jaipur,referral,2022-12-06,11,8,18077.26,2259.66,2023-01-24,2024-06-30,2024-06-30
C1177,Maya Bassi,Ahmedabad,organic,2023-02-09,7,3,6564.79,2188.26,2023-02-12,2024-06-30,2024-06-30
C1292,Waida Anne,Ahmedabad,social_media,2023-11-02,5,2,3507.78,1753.89,2023-11-24,2024-06-30,2024-06-30
C1506,Chatresh Ramaswamy,Chennai,referral,2022-07-24,6,5,8434.37,1686.87,2022-07-28,2024-03-24,2024-03-24
C1024,Warhi Vyas,Chennai,organic,2023-12-22,9,6,41725.09,6954.18,2024-03-10,2024-06-30,2024-06-30
C0939,Harsh Ganguly,Hyderabad,social_media,2023-08-01,7,6,14235.56,2372.59,2023-08-06,2024-06-30,2024-06-30
C1675,Darika Halder,Mumbai,social_media,2024-03-19,3,2,3810.65,1905.32,2024-06-30,2024-06-30,2024-06-30
C0290,Nidra Thakkar,Ahmedabad,social_media,2024-02-14,7,3,4030.0,1343.33,2024-05-05,2024-06-30,2024-06-30
C0499,Hemal Kapadia,Kolkata,paid_search,2023-06-04,2,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C0472,Warinder Soni,Kolkata,social_media,2023-08-13,6,3,9495.25,3165.08,2023-12-04,2024-06-30,2024-06-30
C0083,Tejas Shroff,Chennai,organic,2022-05-18,6,3,15171.59,5057.2,2023-09-12,2024-03-29,2024-03-29
C0950,Vritti Zacharia,Kolkata,paid_search,2024-06-09,9,3,13965.67,4655.22,2024-06-30,2024-06-30,2024-06-30
C1442,Eiravati Chokshi,Jaipur,referral,2024-06-08,5,1,5005.26,5005.26,2024-06-30,2024-06-30,2024-06-30
C0228,Widisha Pillai,Ahmedabad,organic,2023-12-21,5,1,584.82,584.82,2023-12-29,2024-06-30,2024-06-30
C0903,Jalsa Rao,Ahmedabad,paid_search,2022-10-07,8,5,32355.27,6471.05,2022-12-09,2024-04-02,2024-04-02
C0694,Zilmil Chatterjee,Chennai,social_media,2023-09-24,4,2,11914.52,5957.26,2024-02-15,2024-06-30,2024-06-30
C0913,Vasana Sarin,Chennai,organic,2024-02-19,9,6,27229.68,4538.28,2024-04-22,2024-06-30,2024-06-30
C1646,Nitesh Viswanathan,Bengaluru,paid_search,2022-09-22,5,0,0.0,,2022-10-05,2023-12-20,2023-12-20
C0055,Ayaan D’Alia,Kolkata,organic,2022-01-03,7,3,14523.44,4841.15,2022-01-06,2023-09-16,2023-09-16
C0255,Yuvraj Dutta,Delhi,organic,2022-09-28,6,4,10161.16,2540.29,2023-06-14,2024-06-30,2024-06-30
C1287,Aditya Varghese,Surat,social_media,2022-06-01,6,4,31977.79,7994.45,2022-06-04,2024-05-04,2024-05-04
C1050,Chakradhar Loke,Bengaluru,referral,2022-11-06,7,4,13160.02,3290.01,2023-01-31,2024-06-30,2024-06-30
C0300,Keya Buch,Kolkata,referral,2022-10-07,3,3,13724.47,4574.82,2023-08-31,2024-06-30,2024-06-30
C0109,Manthan Lata,Ahmedabad,paid_search,2024-04-16,7,3,2968.13,989.38,2024-06-30,2024-06-30,2024-06-30
C0556,Chatura Arya,Ahmedabad,paid_search,2022-05-23,4,4,16762.73,4190.68,2022-07-07,2024-04-24,2024-04-24
C1677,Anjali Iyengar,Hyderabad,social_media,2023-11-02,3,2,5812.5,2906.25,2024-03-16,2024-06-30,2024-06-30
C0285,Akshay Nazareth,Chennai,paid_search,2022-11-19,3,3,18275.52,6091.84,2023-03-07,2024-02-15,2024-02-15
C1755,Kritika Sundaram,Bengaluru,paid_search,2022-09-23,5,4,24302.18,6075.55,2022-12-04,2024-06-30,2024-06-30
C0618,Urishilla Saran,Chennai,social_media,2023-09-19,8,5,20292.65,4058.53,2023-10-14,2024-06-30,2024-06-30
C0299,Pranit Deshmukh,Chennai,paid_search,2024-01-04,4,1,5105.4,5105.4,2024-04-25,2024-06-30,2024-06-30
C1564,Nicholas Raj,Surat,organic,2023-10-19,9,7,14278.45,2039.78,2023-11-03,2024-06-30,2024-06-30
C1380,Abhiram Parikh,Pune,referral,2022-01-15,4,2,6631.38,3315.69,2022-04-21,2023-08-01,2023-08-01
C0439,Manthan Banerjee,Delhi,referral,2023-01-12,3,2,22568.25,11284.13,2024-03-09,2024-06-22,2024-06-22
C1444,Nimrat Memon,Pune,paid_search,2023-11-17,4,3,7316.57,2438.86,2023-12-01,2024-06-30,2024-06-30
C1381,Ishani Dayal,Hyderabad,organic,2023-06-28,5,2,4908.9,2454.45,2023-10-08,2024-06-30,2024-06-30
C0245,Zarna Dua,Mumbai,organic,2023-10-07,6,5,12271.02,2454.2,2024-03-02,2024-06-30,2024-06-30
C0313,Charan Loyal,Hyderabad,email,2024-06-09,5,2,6182.93,3091.47,2024-06-30,2024-06-30,2024-06-30
C0645,Mitali Chaudhary,Chennai,organic,2023-07-19,7,4,16723.03,4180.76,2023-07-25,2024-06-30,2024-06-30
C1172,Samaksh Thakkar,Hyderabad,email,2022-03-08,5,5,38964.63,7792.93,2022-09-24,2024-03-04,2024-03-04
C0780,Yoshita Chaudry,Delhi,referral,2023-05-16,4,1,2781.6,2781.6,2023-07-06,2024-06-30,2024-06-30
C0544,Tanvi Halder,Jaipur,referral,2022-04-16,5,4,46456.02,11614.01,2022-06-04,2024-04-02,2024-04-02
C1767,Waida Goda,Bengaluru,paid_search,2022-01-10,8,3,7287.05,2429.02,2022-05-09,2023-12-03,2023-12-03
C1147,Kashvi Vora,Mumbai,paid_search,2023-08-05,5,3,22336.7,7445.57,2023-11-22,2024-06-30,2024-06-30
C0559,Kalpit Dyal,Surat,paid_search,2024-01-15,8,4,6257.62,1564.41,2024-03-06,2024-06-30,2024-06-30
C1987,Robert Viswanathan,Jaipur,organic,2023-09-04,8,4,9369.09,2342.27,2023-11-25,2024-06-30,2024-06-30
C0796,Sneha Wali,Kolkata,paid_search,2023-07-05,9,3,20569.61,6856.54,2023-07-14,2024-06-30,2024-06-30
C0185,Bimala Contractor,Ahmedabad,organic,2022-03-25,4,2,11046.86,5523.43,2022-11-22,2024-03-24,2024-03-24
C0643,Madhav Doctor,Chennai,referral,2023-06-16,9,6,33536.17,5589.36,2023-10-17,2024-06-30,2024-06-30
C1326,Caleb Datta,Kolkata,paid_search,2022-10-03,6,4,17931.17,4482.79,2022-10-21,2024-06-30,2024-06-30
C1695,Urmi Puri,Kolkata,organic,2023-09-07,5,3,8430.46,2810.15,2023-10-23,2024-06-30,2024-06-30
C1754,Onkar Padmanabhan,Pune,social_media,2022-11-30,8,6,17957.53,2992.92,2022-12-20,2024-06-30,2024-06-30
C0857,Jacob Wagle,Jaipur,paid_search,2024-01-08,8,3,9116.43,3038.81,2024-04-25,2024-06-30,2024-06-30
C0483,Gaurav Guha,Pune,paid_search,2024-03-05,3,2,2202.17,1101.09,2024-06-20,2024-06-30,2024-06-30
C1407,Xalak Nadig,Jaipur,social_media,2022-04-18,8,4,27341.25,6835.31,2022-08-12,2024-02-28,2024-02-28
C1256,Chandani Dutta,Chennai,email,2023-10-16,4,4,10772.41,2693.1,2023-11-21,2024-06-30,2024-06-30
C1851,Triveni Virk,Ahmedabad,paid_search,2022-08-02,6,2,7231.36,3615.68,2023-03-21,2024-06-30,2024-06-30
C1258,Barkha Hayer,Ahmedabad,paid_search,2023-02-12,5,3,6755.89,2251.96,2023-04-19,2024-04-11,2024-04-11
C0700,Bhavani Babu,Mumbai,social_media,2024-01-13,10,5,18900.5,3780.1,2024-04-05,2024-06-30,2024-06-30
C1858,Raksha Pathak,Pune,organic,2023-03-21,6,5,12102.67,2420.53,2023-06-15,2024-06-30,2024-06-30
C0157,Manbir Agate,Ahmedabad,paid_search,2024-02-01,9,6,13841.53,2306.92,2024-02-28,2024-06-30,2024-06-30
C1611,Balvan Sahota,Surat,social_media,2024-03-01,5,3,8183.49,2727.83,2024-04-04,2024-06-30,2024-06-30
C0893,Ojas Dyal,Kolkata,email,2023-12-31,7,4,6996.31,1749.08,2024-03-15,2024-06-30,2024-06-30
C1514,Reva Dasgupta,Chennai,social_media,2023-06-08,6,4,23941.52,5985.38,2024-02-27,2024-06-30,2024-06-30
C0105,Hardik Johal,Kolkata,referral,2022-12-07,6,2,3855.59,1927.8,2023-04-16,2024-03-20,2024-03-20
C0919,Kashish Sundaram,Chennai,paid_search,2022-01-13,11,8,30396.58,3799.57,2022-06-13,2023-12-29,2023-12-29
C0066,Leena Talwar,Surat,organic,2024-06-30,8,2,3612.86,1806.43,2024-06-30,2024-06-30,2024-06-30
C0126,Tamanna Nagy,Delhi,social_media,2023-11-11,6,4,8686.27,2171.57,2024-04-04,2024-06-30,2024-06-30
C1159,Vedant Karan,Surat,organic,2022-11-08,7,3,29746.97,9915.66,2023-04-24,2024-06-30,2024-06-30
C1412,Gautami Comar,Bengaluru,organic,2022-10-30,7,4,15281.1,3820.28,2023-01-06,2024-06-30,2024-06-30
C0650,Oviya Ravel,Mumbai,referral,2023-08-01,5,3,13084.42,4361.47,2023-08-02,2024-06-30,2024-06-30
C0107,Bishakha Bali,Delhi,paid_search,2024-03-17,5,4,16810.71,4202.68,2024-06-30,2024-06-30,2024-06-30
C0505,Hema Rout,Jaipur,social_media,2022-03-28,6,2,5451.18,2725.59,2022-06-10,2024-02-11,2024-02-11
C1107,Jeet Shere,Chennai,social_media,2022-05-10,5,1,2508.46,2508.46,2022-05-27,2023-06-29,2023-06-29
C0593,Lipika Singh,Ahmedabad,paid_search,2023-05-24,8,2,8584.66,4292.33,2023-08-27,2024-06-30,2024-06-30
C1701,Pavani Dora,Mumbai,organic,2023-03-26,8,7,37423.2,5346.17,2023-05-21,2024-06-30,2024-06-30
C1324,Kalpit Dara,Hyderabad,referral,2023-08-09,4,4,8090.69,2022.67,2023-08-12,2024-06-30,2024-06-30
C1528,Ishwar Barad,Bengaluru,organic,2023-04-23,6,5,27292.74,5458.55,2023-06-29,2024-06-30,2024-06-30
C1879,Nikita Raj,Ahmedabad,organic,2022-06-08,5,2,5422.44,2711.22,2022-09-21,2024-02-22,2024-02-22
C1722,Gunbir Kant,Pune,email,2022-09-07,10,4,8423.32,2105.83,2022-11-29,2024-05-01,2024-05-01
C1589,Arjun Ganesan,Hyderabad,organic,2023-11-03,6,2,5289.64,2644.82,2023-12-09,2024-06-30,2024-06-30
C1146,Yashodhara Prasad,Kolkata,organic,2022-05-17,6,3,10565.78,3521.93,2022-07-10,2024-03-18,2024-03-18
C0022,Kabir Soman,Chennai,organic,2024-05-01,7,4,12271.84,3067.96,2024-06-30,2024-06-30,2024-06-30
C0639,Eshana Pathak,Mumbai,referral,2024-06-08,4,2,10732.16,5366.08,2024-06-30,2024-06-30,2024-06-30
C0638,Diya Anand,Bengaluru,paid_search,2022-07-06,8,5,16397.51,3279.5,2022-09-09,2024-02-24,2024-02-24
C1262,Daksh Char,Mumbai,organic,2023-04-02,5,4,9271.92,2317.98,2024-02-03,2024-06-30,2024-06-30
C1654,Manan Dhar,Surat,social_media,2022-07-06,5,4,8994.76,2248.69,2022-10-21,2023-08-15,2023-08-15
C0596,Zaitra Ravi,Bengaluru,paid_search,2023-09-09,8,2,12613.41,6306.71,2023-10-16,2024-06-30,2024-06-30
C1473,Chandran Raja,Kolkata,organic,2024-01-05,7,4,16547.45,4136.86,2024-02-10,2024-06-30,2024-06-30
C1628,Frado Bose,Kolkata,social_media,2022-06-28,7,4,15976.71,3994.18,2022-09-15,2024-05-09,2024-05-09
C1228,Yadavi Choudhary,Delhi,organic,2024-02-03,10,6,21268.73,3544.79,2024-05-08,2024-06-30,2024-06-30
C1290,Dalaja Chahal,Jaipur,referral,2024-06-07,6,1,3169.15,3169.15,2024-06-30,2024-06-30,2024-06-30
C0660,Nitara Lad,Surat,organic,2022-12-15,6,2,9803.79,4901.9,2023-01-06,2024-06-30,2024-06-30
C1331,Samuel Gour,Chennai,paid_search,2023-12-28,3,2,1408.64,704.32,2024-02-04,2024-06-30,2024-06-30
C0753,Fariq Ahuja,Hyderabad,organic,2023-08-05,8,5,12527.79,2505.56,2023-08-13,2024-06-30,2024-06-30
C0967,Eiravati Bhatt,Ahmedabad,referral,2022-12-18,2,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1001,Abdul Kulkarni,Jaipur,paid_search,2023-01-29,5,3,22180.51,7393.5,2023-02-26,2024-06-30,2024-06-30
C0350,Maya Patla,Chennai,organic,2022-10-30,8,3,6731.6,2243.87,2022-11-18,2024-06-30,2024-06-30
C0443,Ayushman Mand,Jaipur,organic,2023-10-21,6,4,15334.75,3833.69,2024-03-27,2024-06-30,2024-06-30
C0800,Meera Nadkarni,Hyderabad,organic,2023-01-24,9,6,16308.2,2718.03,2023-05-13,2024-06-30,2024-06-30
C0410,Zansi Lad,Jaipur,paid_search,2024-06-06,5,3,2953.57,984.52,2024-06-30,2024-06-30,2024-06-30
C1744,Darpan Master,Surat,referral,2024-06-21,4,1,1112.26,1112.26,2024-06-30,2024-06-30,2024-06-30
C0282,Bimala Barad,Kolkata,social_media,2022-12-04,2,1,2475.18,2475.18,2023-12-23,2024-05-01,2024-05-01
C1642,Balvan Samra,Mumbai,organic,2023-02-25,3,2,9939.73,4969.87,2024-06-30,2024-06-30,2024-06-30
C0376,Amrita Peri,Hyderabad,social_media,2023-09-17,4,1,1790.83,1790.83,2024-06-30,2024-06-30,2024-06-30
C0344,Charvi Loyal,Delhi,paid_search,2022-06-11,2,1,4376.2,4376.2,2022-10-05,2023-10-07,2023-10-07
C1558,Bahadurjit Madan,Mumbai,organic,2022-03-17,8,2,6396.66,3198.33,2022-04-08,2024-01-16,2024-01-16
C1555,Hiral Roy,Kolkata,social_media,2024-04-28,6,3,14262.05,4754.02,2024-06-30,2024-06-30,2024-06-30
C1242,Unni Ganguly,Bengaluru,social_media,2023-01-20,4,3,12195.62,4065.21,2023-06-26,2024-05-27,2024-05-27
C1334,Balveer Divan,Surat,paid_search,2023-06-18,4,3,12507.81,4169.27,2024-06-30,2024-06-30,2024-06-30
C0382,Kevin Krish,Pune,social_media,2023-04-10,9,5,23263.89,4652.78,2023-05-26,2024-06-30,2024-06-30
C1658,Ojas Mall,Delhi,organic,2022-05-16,4,2,3459.65,1729.83,2022-06-02,2023-05-21,2023-05-21
C0481,Anmol Nazareth,Jaipur,social_media,2022-03-20,3,3,9719.2,3239.73,2023-07-23,2024-01-06,2024-01-06
C1652,Harsh Date,Kolkata,social_media,2024-04-30,7,5,19011.46,3802.29,2024-06-30,2024-06-30,2024-06-30
C1792,Nathan Varghese,Ahmedabad,paid_search,2023-06-18,11,7,37233.82,5319.12,2023-12-17,2024-06-30,2024-06-30
C0561,Elijah Nadkarni,Mumbai,organic,2022-05-05,7,2,7471.27,3735.64,2022-09-30,2024-05-02,2024-05-02
C1427,Sudiksha Parmar,Surat,organic,2023-03-25,6,3,5531.73,1843.91,2023-09-08,2024-06-30,2024-06-30
C1774,Naksh Nanda,Chennai,paid_search,2022-12-09,3,1,3381.8,3381.8,2023-02-03,2024-05-24,2024-05-24
C0905,Tanveer Sawhney,Bengaluru,social_media,2023-03-19,4,3,11661.83,3887.28,2024-04-06,2024-06-30,2024-06-30
C1544,Inaya Sankar,Kolkata,email,2022-11-25,5,5,25737.93,5147.59,2023-03-14,2024-06-30,2024-06-30
C0011,Theodore Nair,Jaipur,referral,2022-04-28,5,4,10648.69,2662.17,2023-04-14,2024-04-02,2024-04-02
C1178,Ekalinga Kalla,Kolkata,organic,2023-12-01,4,3,9426.89,3142.3,2024-06-30,2024-06-30,2024-06-30
C1135,Unnati Kala,Hyderabad,organic,2023-07-14,7,3,22669.04,7556.35,2023-09-22,2024-06-30,2024-06-30
C1463,Chaman Butala,Hyderabad,social_media,2023-07-30,4,0,0.0,,2023-08-12,2024-06-30,2024-06-30
C0244,Kabir Gopal,Ahmedabad,organic,2023-02-15,3,2,6802.92,3401.46,2023-11-15,2024-06-30,2024-06-30
C0666,Ekapad Gopal,Delhi,organic,2022-05-25,1,0,0.0,,2023-07-09,2023-07-09,2023-07-09
C1436,Zarna Vala,Ahmedabad,organic,2023-11-26,7,4,18795.03,4698.76,2024-03-12,2024-06-30,2024-06-30
C0624,Ijaya Palan,Chennai,referral,2022-10-25,4,2,3451.36,1725.68,2022-12-13,2024-06-30,2024-06-30
C0431,Banjeet Kale,Jaipur,paid_search,2023-07-30,11,5,14736.12,2947.22,2023-10-31,2024-06-30,2024-06-30
C0396,Nitesh Sarraf,Surat,organic,2022-05-09,5,3,10103.81,3367.94,2022-08-15,2024-04-30,2024-04-30
C1620,Harinakshi Bath,Ahmedabad,organic,2024-02-19,6,4,16783.13,4195.78,2024-03-13,2024-06-30,2024-06-30
C1244,Naveen Narain,Ahmedabad,social_media,2023-09-21,6,2,3658.31,1829.16,2023-11-06,2024-06-30,2024-06-30
C1687,Kashvi Nazareth,Kolkata,social_media,2023-12-24,4,1,2675.49,2675.49,2024-06-30,2024-06-30,2024-06-30
C0541,Januja Sethi,Surat,organic,2024-03-31,4,4,20606.32,5151.58,2024-06-30,2024-06-30,2024-06-30
C1356,Alka Bose,Pune,social_media,2022-07-07,5,2,16859.61,8429.81,2022-11-20,2023-12-31,2023-12-31
C0604,Nirja Dhar,Kolkata,paid_search,2023-10-15,3,1,2057.64,2057.64,2024-03-14,2024-06-30,2024-06-30
C0774,Vasudha Tella,Pune,organic,2023-12-22,7,3,14843.95,4947.98,2024-01-18,2024-06-30,2024-06-30
C1028,Yahvi Babu,Bengaluru,social_media,2022-10-11,2,1,3384.1,3384.1,2023-08-21,2024-06-30,2024-06-30
C1952,Shivani Chad,Delhi,paid_search,2022-12-11,3,3,8541.94,2847.31,2022-12-26,2024-01-19,2024-01-19
C1974,Nathaniel Sura,Jaipur,referral,2023-07-14,6,1,1206.03,1206.03,2023-09-17,2024-06-30,2024-06-30
C1277,Jagrati Mall,Mumbai,paid_search,2022-05-10,4,1,2220.3,2220.3,2022-06-01,2023-10-19,2023-10-19
C0082,Ryan Bahri,Delhi,email,2023-11-11,5,3,8046.26,2682.09,2024-06-30,2024-06-30,2024-06-30
C1918,Nimrat Vasa,Surat,organic,2022-11-28,4,2,18514.99,9257.5,2023-06-18,2024-02-15,2024-02-15
C0337,Rachana Grewal,Bengaluru,organic,2023-08-03,3,2,8847.67,4423.84,2023-09-10,2024-06-30,2024-06-30
C1957,Viraj Kade,Surat,organic,2023-02-09,7,5,9674.87,1934.97,2023-02-24,2024-06-30,2024-06-30
C1029,Chakradev Chacko,Hyderabad,organic,2022-05-16,3,1,9216.3,9216.3,2022-09-21,2023-11-03,2023-11-03
C0721,Sai Madan,Chennai,organic,2024-03-25,6,3,6984.8,2328.27,2024-03-27,2024-06-30,2024-06-30
C0334,Leena Dey,Pune,referral,2022-02-17,2,0,0.0,,2022-12-04,2023-08-27,2023-08-27
C1860,Rushil Chander,Hyderabad,organic,2023-02-10,6,6,23675.58,3945.93,2023-02-20,2024-06-30,2024-06-30
C0651,Dipta Nadig,Delhi,organic,2022-01-30,4,3,28570.1,9523.37,2022-03-24,2023-01-09,2023-01-09
C1139,Theodore Lala,Chennai,organic,2024-01-15,5,3,13790.02,4596.67,2024-06-30,2024-06-30,2024-06-30
C1033,Chavvi Patel,Ahmedabad,organic,2023-01-20,2,1,9583.41,9583.41,2023-05-22,2024-06-30,2024-06-30
C0252,Maanas Munshi,Chennai,social_media,2023-03-16,4,3,5672.38,1890.79,2023-07-04,2024-05-19,2024-05-19
C1293,Widisha Varma,Mumbai,organic,2023-04-30,8,2,3942.16,1971.08,2023-09-25,2024-06-30,2024-06-30
C1336,Ekta Chacko,Pune,social_media,2023-11-10,11,5,13506.32,2701.26,2023-12-13,2024-06-30,2024-06-30
C0602,Pranit Varughese,Chennai,social_media,2023-03-22,3,2,9982.35,4991.18,2024-06-30,2024-06-30,2024-06-30
C0020,Ekiya Suresh,Pune,paid_search,2023-09-06,7,2,3427.09,1713.54,2023-10-27,2024-06-30,2024-06-30
C0096,Anika Mohan,Kolkata,organic,2022-06-01,6,3,13341.54,4447.18,2022-10-10,2024-03-23,2024-03-23
C0806,Wishi Khalsa,Surat,social_media,2023-04-03,4,2,4075.21,2037.61,2023-12-02,2024-06-30,2024-06-30
C0099,Jonathan Mahal,Hyderabad,social_media,2022-08-04,9,7,44023.33,6289.05,2022-08-14,2024-04-17,2024-04-17
C0553,Ryan Loke,Pune,referral,2023-10-28,5,3,17740.76,5913.59,2023-10-31,2024-06-30,2024-06-30
C1053,Brinda Sathe,Bengaluru,organic,2023-11-12,3,2,8562.88,4281.44,2023-12-03,2024-06-30,2024-06-30
