customer_id,customer_name,city,acquisition_channel,segment,recency_days,frequency,total_revenue,r_score,f_score,m_score,rfm_score
C0641,Kashish Patla,Pune,email,Loyal,54,4,7859.91,2.0,4.0,2.0,8.0
C0543,Nimrat Chhabra,Pune,social_media,At Risk,1,4,8272.98,4.0,4.0,2.0,10.0
C0747,Shivani Patil,Jaipur,paid_search,At Risk,1,2,5889.36,4.0,2.0,2.0,8.0
C0133,Radha Chaudhari,Chennai,organic,At Risk,1,1,2223.06,4.0,1.0,1.0,6.0
C1462,Vanya Suri,Chennai,referral,Champions,1,3,13533.74,4.0,3.0,4.0,11.0
C1820,Luke Kar,Hyderabad,referral,Lost,99,1,13397.44,2.0,1.0,4.0,7.0
C1868,Faraj Desai,Pune,email,Lost,9,1,573.6,2.0,1.0,1.0,4.0
C1312,Michael Vaidya,Bengaluru,organic,Lost,255,2,4609.7,1.0,2.0,1.0,4.0
C0839,Jasmit Warrior,Surat,social_media,Champions,1,4,23684.68,4.0,4.0,5.0,13.0
C1559,Leena Tandon,Jaipur,organic,Lost,5,1,4324.35,2.0,1.0,1.0,4.0
C0981,Aadhya Mitra,Delhi,social_media,Lost,30,1,2888.57,2.0,1.0,1.0,4.0
C1807,Osha Ratta,Ahmedabad,organic,Champions,1,4,10237.24,4.0,4.0,3.0,11.0
C1422,Charan Sanghvi,Chennai,paid_search,At Risk,1,1,591.74,4.0,1.0,1.0,6.0
C1907,Jack Dutt,Surat,social_media,At Risk,1,3,9415.93,4.0,3.0,3.0,10.0
C1878,Jagdish Narula,Bengaluru,organic,Lost,191,1,14349.2,1.0,1.0,4.0,6.0
C1435,Nathan Vig,Ahmedabad,referral,Champions,1,4,15574.78,4.0,4.0,4.0,12.0
C1783,Anya Yogi,Surat,organic,At Risk,1,3,8574.57,4.0,3.0,2.0,9.0
C1989,Oviya Brar,Mumbai,organic,Champions,1,7,21426.57,4.0,5.0,5.0,14.0
C0162,Azaan Bhat,Pune,referral,At Risk,1,2,2944.0,4.0,2.0,1.0,7.0
C1127,Yashodhara Kunda,Delhi,referral,Loyal,2,6,27701.68,2.0,5.0,5.0,12.0
C1946,Vrishti Nagar,Bengaluru,paid_search,At Risk,1,1,4494.02,4.0,1.0,1.0,6.0
C0040,Meghana Deep,Ahmedabad,referral,At Risk,1,1,1808.56,4.0,1.0,1.0,6.0
C1194,Neelima Mutti,Hyderabad,email,At Risk,1,3,5327.42,4.0,3.0,2.0,9.0
C1043,Rehaan Singh,Bengaluru,social_media,At Risk,1,1,570.12,4.0,1.0,1.0,6.0
C1577,Upma Menon,Surat,paid_search,At Risk,1,1,482.41,4.0,1.0,1.0,6.0
C0610,Pavani Desai,Ahmedabad,email,Champions,1,4,17416.95,4.0,4.0,4.0,12.0
C1227,Patrick Prasad,Ahmedabad,organic,Loyal,310,4,19375.96,1.0,4.0,5.0,10.0
C1002,Kevin Barman,Kolkata,social_media,Champions,1,4,44729.41,4.0,4.0,5.0,13.0
C1919,Luke Chawla,Hyderabad,paid_search,At Risk,1,1,2162.8,4.0,1.0,1.0,6.0
C1301,Quincy Ratti,Delhi,email,At Risk,1,2,4407.21,4.0,2.0,1.0,7.0
C0980,Jairaj Warrior,Hyderabad,organic,Lost,275,3,7991.08,1.0,3.0,2.0,6.0
C0007,Chaaya Pathak,Surat,organic,At Risk,1,1,506.91,4.0,1.0,1.0,6.0
C1606,Yochana Borah,Surat,social_media,At Risk,1,2,14114.25,4.0,2.0,4.0,10.0
C1743,Omisha Lad,Ahmedabad,referral,Champions,1,3,21986.39,4.0,3.0,5.0,12.0
C1321,Qasim Krishnan,Bengaluru,referral,Lost,30,2,10724.68,2.0,2.0,3.0,7.0
C0190,Faqid Goel,Bengaluru,organic,Champions,1,5,15091.71,4.0,5.0,4.0,13.0
C0036,Dipta Bhandari,Pune,organic,Loyal,274,6,31619.12,1.0,5.0,5.0,11.0
C1833,Ojas Prasad,Surat,paid_search,Lost,328,3,4389.81,1.0,3.0,1.0,5.0
C0616,Sanya Edwin,Delhi,organic,Champions,1,5,14034.35,4.0,5.0,4.0,13.0
C0205,Mitesh Gaba,Ahmedabad,organic,Champions,1,5,9412.4,4.0,5.0,3.0,12.0
C0323,Laksh Kashyap,Bengaluru,organic,At Risk,1,3,9081.89,4.0,3.0,3.0,10.0
C0383,Vrishti Dhar,Jaipur,paid_search,At Risk,1,3,4496.35,4.0,3.0,1.0,8.0
C1859,Ranveer Mukherjee,Chennai,social_media,At Risk,1,1,1269.11,4.0,1.0,1.0,6.0
C1569,Nilima Bhardwaj,Ahmedabad,paid_search,Lost,76,2,4914.71,2.0,2.0,2.0,6.0
C1142,Radha Bhattacharyya,Mumbai,email,Loyal,105,3,15865.17,2.0,3.0,4.0,9.0
C1329,Darsh Gupta,Hyderabad,organic,Loyal,185,4,13740.46,1.0,4.0,4.0,9.0
C0154,Jhalak Parmer,Surat,referral,At Risk,1,2,8401.66,4.0,2.0,2.0,8.0
C1573,Ira Zachariah,Bengaluru,organic,Champions,1,4,15377.4,4.0,4.0,4.0,12.0
C1193,Vincent Kala,Jaipur,paid_search,At Risk,1,1,6540.04,4.0,1.0,2.0,7.0
C1793,Aradhana Shroff,Mumbai,organic,Loyal,59,4,17938.59,2.0,4.0,4.0,10.0
C1448,Lekha Mander,Jaipur,referral,Champions,1,6,21111.33,4.0,5.0,5.0,14.0
C1074,Maanas Tiwari,Hyderabad,organic,Loyal,307,4,12856.13,1.0,4.0,3.0,8.0
C0412,Faraj Taneja,Kolkata,paid_search,Champions,1,4,29585.79,4.0,4.0,5.0,13.0
C1529,Owen Nagi,Surat,organic,Champions,1,6,20652.44,4.0,5.0,5.0,14.0
C1158,Nidra Arora,Bengaluru,referral,Loyal,103,5,16963.43,2.0,5.0,4.0,11.0
C0192,Chavvi Maharaj,Ahmedabad,social_media,Loyal,71,3,16777.1,2.0,3.0,4.0,9.0
C0546,Rachita Subramanian,Ahmedabad,email,Loyal,21,3,17013.62,2.0,3.0,4.0,9.0
C0471,Odika Karan,Delhi,referral,At Risk,1,3,8534.8,4.0,3.0,2.0,9.0
C1230,Fariq Memon,Pune,paid_search,Lost,137,2,3006.22,1.0,2.0,1.0,4.0
C1595,Gunbir Kata,Mumbai,paid_search,Lost,83,2,1246.33,2.0,2.0,1.0,5.0
C0321,Vritti Sharma,Ahmedabad,organic,Champions,1,3,16087.36,4.0,3.0,4.0,11.0
C1370,Bhavini Choudhry,Bengaluru,referral,At Risk,1,2,5299.44,4.0,2.0,2.0,8.0
C0977,Kavya Chowdhury,Kolkata,paid_search,At Risk,1,1,3494.2,4.0,1.0,1.0,6.0
C1818,Deepa Soni,Ahmedabad,organic,Champions,1,5,32417.59,4.0,5.0,5.0,14.0
C1065,Harini Dutta,Bengaluru,social_media,Champions,1,5,26420.4,4.0,5.0,5.0,14.0
C1668,Gaurangi Nadig,Hyderabad,email,At Risk,1,2,9216.54,4.0,2.0,3.0,9.0
C1814,Ayush Bal,Kolkata,organic,Lost,394,1,4012.53,1.0,1.0,1.0,3.0
C1485,Gautami Sethi,Bengaluru,organic,Champions,1,2,20913.19,4.0,2.0,5.0,11.0
C0733,Max Guha,Ahmedabad,organic,Lost,398,1,3577.3,1.0,1.0,1.0,3.0
C0957,Upasna Bains,Kolkata,organic,Champions,1,5,5821.19,4.0,5.0,2.0,11.0
C0837,Upkaar Aggarwal,Delhi,social_media,At Risk,1,2,7306.39,4.0,2.0,2.0,8.0
C0592,Aishani Pingle,Pune,email,At Risk,1,3,10086.14,4.0,3.0,3.0,10.0
C1318,Charan Modi,Pune,paid_search,Lost,412,2,5856.8,1.0,2.0,2.0,5.0
C1109,Vivaan Tak,Chennai,paid_search,Champions,1,4,16474.2,4.0,4.0,4.0,12.0
C0681,Jeremiah Sura,Pune,social_media,Loyal,256,5,18067.3,1.0,5.0,4.0,10.0
C0985,Sudiksha Bala,Pune,social_media,At Risk,1,2,5500.93,4.0,2.0,2.0,8.0
C1512,Hemang Som,Jaipur,referral,Champions,1,2,21683.48,4.0,2.0,5.0,11.0
C1075,Simon Shah,Hyderabad,social_media,Lost,194,1,1010.98,1.0,1.0,1.0,3.0
C0328,Yagnesh Kara,Ahmedabad,referral,Champions,1,5,20148.62,4.0,5.0,5.0,14.0
C1930,Charita Sachar,Pune,referral,Lost,94,1,2606.76,2.0,1.0,1.0,4.0
C0899,Varenya Baria,Mumbai,organic,Loyal,193,5,22652.2,1.0,5.0,5.0,11.0
C1497,Bhanumati Thakkar,Bengaluru,paid_search,Lost,225,1,2149.35,1.0,1.0,1.0,3.0
C0766,Parth Hari,Chennai,paid_search,Champions,1,4,12947.17,4.0,4.0,4.0,12.0
C1206,Reyansh Ben,Ahmedabad,organic,Loyal,60,3,13256.84,2.0,3.0,4.0,9.0
C1190,Amol Sama,Bengaluru,organic,At Risk,1,1,9816.4,4.0,1.0,3.0,8.0
C1832,Irya Vora,Ahmedabad,social_media,At Risk,1,1,977.38,4.0,1.0,1.0,6.0
C1940,Balveer Deshmukh,Pune,referral,Lost,98,2,8658.59,2.0,2.0,3.0,7.0
C0097,Qasim Handa,Pune,referral,Champions,1,4,25057.49,4.0,4.0,5.0,13.0
C0013,Meghana Shanker,Bengaluru,paid_search,At Risk,1,1,4403.78,4.0,1.0,1.0,6.0
C1398,Ishwar Mallick,Delhi,social_media,Loyal,227,5,20091.23,1.0,5.0,5.0,11.0
C0008,Bimala Buch,Surat,email,At Risk,1,2,3836.54,4.0,2.0,1.0,7.0
C0646,Gopal Sengupta,Surat,paid_search,Loyal,269,4,10759.75,1.0,4.0,3.0,8.0
C1797,Tanvi Iyer,Ahmedabad,paid_search,Champions,1,4,19647.86,4.0,4.0,5.0,13.0
C1360,Gauri Devi,Chennai,paid_search,Champions,1,4,13819.6,4.0,4.0,4.0,12.0
C1439,Unni Tandon,Delhi,referral,Champions,1,5,17695.21,4.0,5.0,4.0,13.0
C1719,Tanveer Sarkar,Jaipur,referral,At Risk,1,2,8768.81,4.0,2.0,3.0,9.0
C0685,Adya Peri,Kolkata,paid_search,Lost,236,1,4406.76,1.0,1.0,1.0,3.0
C0949,Vyanjana Sankar,Jaipur,email,Champions,1,3,18200.29,4.0,3.0,4.0,11.0
C0343,Frado Kibe,Chennai,social_media,Champions,1,6,11000.45,4.0,5.0,3.0,12.0
C1647,Mason Singhal,Surat,email,Lost,77,3,3581.83,2.0,3.0,1.0,6.0
C1738,Tanvi Pillay,Bengaluru,referral,Champions,1,5,10913.62,4.0,5.0,3.0,12.0
C1761,Peter Baria,Bengaluru,email,Champions,1,4,8853.57,4.0,4.0,3.0,11.0
C0557,Ronith Hari,Delhi,organic,Loyal,500,3,23422.32,1.0,3.0,5.0,9.0
C1912,Wyatt Sarin,Bengaluru,paid_search,Loyal,34,6,18970.07,2.0,5.0,5.0,12.0
C0078,Meera Bala,Chennai,organic,At Risk,1,2,3676.74,4.0,2.0,1.0,7.0
C1207,Samarth Keer,Hyderabad,social_media,Loyal,247,4,10087.34,1.0,4.0,3.0,8.0
C0263,Laksh Nath,Kolkata,organic,Lost,55,2,7324.78,2.0,2.0,2.0,6.0
C0501,Qadim Nayak,Surat,social_media,Champions,1,4,17683.22,4.0,4.0,4.0,12.0
C0442,Lipika Madan,Surat,social_media,Champions,1,4,19322.71,4.0,4.0,5.0,13.0
C1012,Aayush Vora,Ahmedabad,paid_search,Lost,263,2,3631.67,1.0,2.0,1.0,4.0
C1112,Joshua Lad,Ahmedabad,referral,Lost,770,1,6094.41,1.0,1.0,2.0,4.0
C0387,Vedhika Oza,Mumbai,social_media,At Risk,1,2,4406.34,4.0,2.0,1.0,7.0
C0204,Chakrika Chaudhuri,Pune,organic,At Risk,1,1,3923.37,4.0,1.0,1.0,6.0
C1567,Damyanti Nagi,Delhi,organic,At Risk,1,3,5462.96,4.0,3.0,2.0,9.0
C0901,Tristan Mall,Surat,email,At Risk,1,2,5375.47,4.0,2.0,2.0,8.0
C1316,Gavin Behl,Ahmedabad,paid_search,At Risk,1,1,7471.54,4.0,1.0,2.0,7.0
C0430,Darika Sheth,Mumbai,social_media,Champions,1,4,11217.44,4.0,4.0,3.0,11.0
C1204,Samesh Zacharia,Bengaluru,social_media,Champions,1,3,14469.25,4.0,3.0,4.0,11.0
C1084,Chakradev Savant,Pune,email,Loyal,545,3,29995.8,1.0,3.0,5.0,9.0
C0630,Adya Kothari,Bengaluru,social_media,At Risk,1,2,4126.14,4.0,2.0,1.0,7.0
C0354,Balhaar Parsa,Hyderabad,social_media,Champions,1,4,39687.19,4.0,4.0,5.0,13.0
C1045,Sarthak Mandal,Mumbai,organic,At Risk,1,1,2501.77,4.0,1.0,1.0,6.0
C0048,Kala Divan,Chennai,paid_search,Lost,131,1,1204.56,1.0,1.0,1.0,3.0
C1138,Jagvi Bassi,Kolkata,referral,Loyal,240,4,8221.01,1.0,4.0,2.0,7.0
C0569,Ekbal Dube,Delhi,email,At Risk,1,1,2120.08,4.0,1.0,1.0,6.0
C0750,Sanaya Mani,Pune,organic,Loyal,280,3,10642.43,1.0,3.0,3.0,7.0
C1728,Indira Sankar,Jaipur,paid_search,Champions,1,7,21450.19,4.0,5.0,5.0,14.0
C0406,Dayita Brar,Delhi,paid_search,Champions,1,4,25923.46,4.0,4.0,5.0,13.0
C0398,Indali Sanghvi,Hyderabad,paid_search,Lost,364,2,4697.36,1.0,2.0,1.0,4.0
C1234,Gayathri Prabhakar,Kolkata,email,At Risk,1,3,7136.13,4.0,3.0,2.0,9.0
C1960,Maanas Gulati,Surat,organic,Champions,1,3,17360.52,4.0,3.0,4.0,11.0
C0988,Ekaja Seth,Bengaluru,referral,Champions,1,4,14029.82,4.0,4.0,4.0,12.0
C1856,Vedant Nadig,Mumbai,referral,At Risk,1,2,2858.47,4.0,2.0,1.0,7.0
C0085,Mekhala Issac,Surat,organic,At Risk,1,2,13938.69,4.0,2.0,4.0,10.0
C0538,Jagat Tank,Ahmedabad,paid_search,At Risk,1,1,12424.05,4.0,1.0,3.0,8.0
C0380,Avni Yohannan,Delhi,organic,Loyal,33,3,23244.27,2.0,3.0,5.0,10.0
C0531,Nisha Sastry,Ahmedabad,organic,Lost,453,1,5597.5,1.0,1.0,2.0,4.0
C1800,Panini Madan,Delhi,social_media,Loyal,62,2,15015.38,2.0,2.0,4.0,8.0
C1392,Ridhi Peri,Bengaluru,organic,Loyal,285,3,26621.17,1.0,3.0,5.0,9.0
C1679,Shivani Garde,Kolkata,social_media,Loyal,202,4,26161.65,1.0,4.0,5.0,10.0
C0924,Utkarsh Mohanty,Delhi,organic,Lost,137,2,2461.5,1.0,2.0,1.0,4.0
C0019,Yashica Issac,Jaipur,email,At Risk,1,3,9055.42,4.0,3.0,3.0,10.0
C0071,Anvi Sarraf,Bengaluru,social_media,At Risk,1,2,6637.5,4.0,2.0,2.0,8.0
C0699,Keya Kumar,Chennai,referral,At Risk,1,2,2950.36,4.0,2.0,1.0,7.0
C1867,Adya Sankar,Delhi,organic,Champions,1,4,15134.32,4.0,4.0,4.0,12.0
C1325,Hardik Borde,Hyderabad,social_media,Champions,1,3,31194.27,4.0,3.0,5.0,12.0
C1216,Vrishti Morar,Chennai,paid_search,At Risk,1,1,1212.76,4.0,1.0,1.0,6.0
C0966,Turvi Divan,Bengaluru,paid_search,At Risk,1,1,15328.1,4.0,1.0,4.0,9.0
C1036,Charvi Sheth,Pune,paid_search,At Risk,1,3,8636.12,4.0,3.0,3.0,10.0
C0362,Nitesh Kohli,Hyderabad,organic,Lost,101,1,2951.27,2.0,1.0,1.0,4.0
C1185,Harish Goel,Jaipur,organic,Lost,37,2,6097.52,2.0,2.0,2.0,6.0
C0873,Yamini Bandi,Bengaluru,organic,At Risk,1,2,7749.82,4.0,2.0,2.0,8.0
C0389,Samaksh Deo,Pune,organic,Lost,127,3,7580.26,1.0,3.0,2.0,6.0
C0959,Ojas Mistry,Jaipur,social_media,At Risk,1,2,4576.77,4.0,2.0,1.0,7.0
C1549,Advaith Karan,Hyderabad,paid_search,Lost,277,3,7667.39,1.0,3.0,2.0,6.0
C0051,Gaurangi Sabharwal,Jaipur,referral,At Risk,1,3,6728.17,4.0,3.0,2.0,9.0
C0704,Teerth Brahmbhatt,Kolkata,organic,Champions,1,5,21845.62,4.0,5.0,5.0,14.0
C1873,Zayyan Bala,Jaipur,organic,At Risk,1,3,10384.72,4.0,3.0,3.0,10.0
C0736,Urvi Devan,Ahmedabad,paid_search,At Risk,1,3,10548.09,4.0,3.0,3.0,10.0
C0166,Tanveer Sani,Ahmedabad,paid_search,Champions,1,4,10550.02,4.0,4.0,3.0,11.0
C1905,Arunima Gupta,Hyderabad,paid_search,At Risk,1,2,4641.78,4.0,2.0,1.0,7.0
C1678,Aishani Chanda,Kolkata,paid_search,At Risk,1,2,4687.5,4.0,2.0,1.0,7.0
C0786,Upma Kata,Hyderabad,social_media,At Risk,1,2,8438.85,4.0,2.0,2.0,8.0
C1720,Mohini Golla,Chennai,social_media,Champions,1,5,14752.97,4.0,5.0,4.0,13.0
C0664,Nihal Ramakrishnan,Pune,organic,Lost,139,1,3549.7,1.0,1.0,1.0,3.0
C0188,Yashvi Comar,Mumbai,referral,At Risk,1,2,5254.42,4.0,2.0,2.0,8.0
C0983,Urishilla Sachar,Hyderabad,paid_search,At Risk,1,3,9489.2,4.0,3.0,3.0,10.0
C0818,Oliver Kade,Jaipur,paid_search,Champions,1,4,13851.49,4.0,4.0,4.0,12.0
C0947,Qushi Dani,Kolkata,organic,Champions,1,3,15368.02,4.0,3.0,4.0,11.0
C0799,Aadi Parmer,Jaipur,paid_search,Lost,312,1,4173.28,1.0,1.0,1.0,3.0
C0175,Gavin Wali,Kolkata,social_media,Champions,1,3,25630.3,4.0,3.0,5.0,12.0
C0937,Ekaraj Soni,Hyderabad,paid_search,At Risk,1,1,7862.76,4.0,1.0,2.0,7.0
C1106,Jatin Pandit,Chennai,organic,At Risk,1,1,3431.75,4.0,1.0,1.0,6.0
C0520,Adya Virk,Jaipur,organic,At Risk,1,3,3459.41,4.0,3.0,1.0,8.0
C0487,Anusha Pillay,Delhi,organic,At Risk,1,3,7850.15,4.0,3.0,2.0,9.0
C1501,Ryan Mitra,Kolkata,social_media,At Risk,1,1,3544.42,4.0,1.0,1.0,6.0
C0415,Urmi Patla,Surat,organic,At Risk,1,2,11205.72,4.0,2.0,3.0,9.0
C1690,Kalpit Nath,Kolkata,referral,At Risk,1,1,1656.14,4.0,1.0,1.0,6.0
C0918,Gopal Warrior,Pune,referral,At Risk,1,2,2780.87,4.0,2.0,1.0,7.0
C1039,Rachana Sagar,Pune,referral,At Risk,1,2,4168.93,4.0,2.0,1.0,7.0
C0201,Dayita Puri,Delhi,referral,At Risk,1,2,12928.74,4.0,2.0,3.0,9.0
C1208,Rudra Konda,Jaipur,paid_search,Lost,310,1,1505.86,1.0,1.0,1.0,3.0
C0179,Hemani Sani,Delhi,social_media,Lost,251,3,7724.7,1.0,3.0,2.0,6.0
C1799,Ekapad Narang,Delhi,organic,Loyal,376,3,14833.7,1.0,3.0,4.0,8.0
C0628,Triveni Bala,Mumbai,paid_search,At Risk,1,1,3557.24,4.0,1.0,1.0,6.0
C1188,Madhavi Morar,Ahmedabad,paid_search,At Risk,1,1,2496.51,4.0,1.0,1.0,6.0
C1883,Daniel Prakash,Surat,organic,Champions,1,3,13594.2,4.0,3.0,4.0,11.0
C1636,Sarthak Suri,Hyderabad,organic,Lost,19,2,11561.55,2.0,2.0,3.0,7.0
C0273,Umang Mishra,Delhi,organic,Lost,393,2,11957.7,1.0,2.0,3.0,6.0
C1019,Bhavani Dube,Surat,social_media,At Risk,1,3,7537.62,4.0,3.0,2.0,9.0
C1917,Bhavna Dyal,Kolkata,referral,Lost,229,1,959.66,1.0,1.0,1.0,3.0
C0883,Aradhana Bhagat,Ahmedabad,referral,Loyal,151,5,14310.73,1.0,5.0,4.0,10.0
C1225,Darika Ahuja,Pune,email,Champions,1,3,20246.73,4.0,3.0,5.0,12.0
C1822,Zinal Varughese,Jaipur,paid_search,At Risk,1,1,2067.76,4.0,1.0,1.0,6.0
C0916,Chanakya Mann,Mumbai,organic,Loyal,326,2,21156.87,1.0,2.0,5.0,8.0
C1927,Mohini Deol,Jaipur,social_media,Champions,1,3,14590.09,4.0,3.0,4.0,11.0
C0348,Laban Mital,Ahmedabad,organic,At Risk,1,2,5796.24,4.0,2.0,2.0,8.0
C1804,Nicholas Kadakia,Mumbai,organic,Lost,168,2,7334.47,1.0,2.0,2.0,5.0
C0858,Sathvik Malhotra,Jaipur,email,At Risk,1,1,2896.1,4.0,1.0,1.0,6.0
C0482,Vedant Desai,Jaipur,organic,Champions,1,4,14849.66,4.0,4.0,4.0,12.0
C0404,Balveer Bhasin,Bengaluru,organic,Loyal,199,3,16880.21,1.0,3.0,4.0,8.0
C0765,Abeer Comar,Chennai,social_media,At Risk,1,1,987.85,4.0,1.0,1.0,6.0
C0788,Isaiah Panchal,Jaipur,email,Loyal,383,2,14473.05,1.0,2.0,4.0,7.0
C1464,Darpan Kala,Pune,paid_search,Champions,1,3,18644.86,4.0,3.0,4.0,11.0
C0935,Banjeet Butala,Pune,organic,At Risk,1,2,5125.63,4.0,2.0,2.0,8.0
C1471,Jagat Chad,Delhi,organic,Lost,107,2,10818.33,2.0,2.0,3.0,7.0
C0798,Yashvi Raval,Mumbai,email,At Risk,1,1,5737.8,4.0,1.0,2.0,7.0
C1345,Ansh Choudhary,Ahmedabad,email,At Risk,1,1,558.02,4.0,1.0,1.0,6.0
C0580,Triya Bora,Ahmedabad,email,Champions,1,5,29852.75,4.0,5.0,5.0,14.0
C0770,Keya Warrior,Ahmedabad,referral,At Risk,1,2,1614.23,4.0,2.0,1.0,7.0
C0989,Baghyawati Issac,Chennai,email,At Risk,1,1,2810.04,4.0,1.0,1.0,6.0
C0311,Omaja Wagle,Jaipur,referral,At Risk,1,3,8692.07,4.0,3.0,3.0,10.0
C1062,Netra Sehgal,Kolkata,organic,Lost,243,2,7341.66,1.0,2.0,2.0,5.0
C1415,Nisha Chawla,Delhi,email,Lost,335,1,1863.53,1.0,1.0,1.0,3.0
C0536,Chandresh Tripathi,Ahmedabad,email,At Risk,1,2,3797.9,4.0,2.0,1.0,7.0
C1630,Pavani Vala,Delhi,paid_search,At Risk,1,2,3774.37,4.0,2.0,1.0,7.0
C0215,Fariq Bahl,Pune,organic,Champions,1,4,12599.56,4.0,4.0,3.0,11.0
C0277,Wriddhish Kibe,Ahmedabad,email,At Risk,1,3,5803.16,4.0,3.0,2.0,9.0
C1438,Amrita Mahal,Bengaluru,paid_search,At Risk,1,1,1118.47,4.0,1.0,1.0,6.0
C0614,Samar Sachdev,Delhi,organic,Lost,284,1,3607.02,1.0,1.0,1.0,3.0
C0509,Baljiwan Walla,Kolkata,paid_search,Lost,104,1,2464.28,2.0,1.0,1.0,4.0
C1218,Yashodhara Suresh,Pune,organic,At Risk,1,2,7276.53,4.0,2.0,2.0,8.0
C1317,Tristan Nayar,Delhi,social_media,At Risk,1,2,4873.53,4.0,2.0,2.0,8.0
C1899,Yashoda Prabhakar,Mumbai,paid_search,At Risk,1,1,8467.74,4.0,1.0,2.0,7.0
C1518,Ayaan Mander,Surat,referral,Lost,233,1,6383.32,1.0,1.0,2.0,4.0
C1739,Ekantika Deo,Delhi,social_media,Loyal,345,3,19480.22,1.0,3.0,5.0,9.0
C0486,Dalbir Krish,Bengaluru,referral,At Risk,1,1,3268.11,4.0,1.0,1.0,6.0
C0312,Ganga Brar,Ahmedabad,email,At Risk,1,3,11942.08,4.0,3.0,3.0,10.0
C0275,Bina Basak,Chennai,social_media,Loyal,186,4,9442.67,1.0,4.0,3.0,8.0
C1063,Rudra Mitra,Delhi,organic,At Risk,1,2,16503.01,4.0,2.0,4.0,10.0
C1585,Victor Dass,Delhi,organic,At Risk,1,3,9781.92,4.0,3.0,3.0,10.0
C1447,Falguni Kala,Kolkata,organic,Champions,1,3,16407.43,4.0,3.0,4.0,11.0
C0634,Abeer Basak,Bengaluru,email,Loyal,281,6,21553.34,1.0,5.0,5.0,11.0
C1020,Karan Parmer,Surat,organic,Lost,170,3,6300.4,1.0,3.0,2.0,6.0
C1908,Oliver Kunda,Jaipur,social_media,Lost,351,1,1233.52,1.0,1.0,1.0,3.0
C0276,Varenya Kala,Bengaluru,paid_search,At Risk,1,3,5529.85,4.0,3.0,2.0,9.0
C1009,Rajata D’Alia,Surat,organic,Loyal,91,6,28178.78,2.0,5.0,5.0,12.0
C1827,Quincy Kumer,Surat,referral,Champions,1,4,17372.01,4.0,4.0,4.0,12.0
C1711,Chaaya Parikh,Chennai,social_media,Champions,1,3,29934.22,4.0,3.0,5.0,12.0
C1284,Henry Dasgupta,Mumbai,referral,At Risk,1,3,5567.11,4.0,3.0,2.0,9.0
C1018,Mohini Chakraborty,Surat,social_media,Champions,1,5,14210.59,4.0,5.0,4.0,13.0
C1076,Jagat Rege,Surat,organic,Champions,1,5,25989.96,4.0,5.0,5.0,14.0
C0658,Sai Deshmukh,Mumbai,organic,Lost,225,1,3841.96,1.0,1.0,1.0,3.0
C0217,Oni Shankar,Chennai,referral,Loyal,16,3,12485.74,2.0,3.0,3.0,8.0
C1826,Adya Sarraf,Hyderabad,paid_search,Champions,1,4,22445.94,4.0,4.0,5.0,13.0
C0200,Inaya Mukherjee,Chennai,referral,Champions,1,4,8958.72,4.0,4.0,3.0,11.0
C1870,Udarsh Shroff,Hyderabad,organic,At Risk,1,2,3496.78,4.0,2.0,1.0,7.0
C0720,Krisha Vyas,Jaipur,email,Champions,1,4,14013.65,4.0,4.0,4.0,12.0
C1238,Aarush Nagy,Hyderabad,organic,At Risk,1,3,5977.62,4.0,3.0,2.0,9.0
C1168,Viraj Manne,Hyderabad,organic,Loyal,153,4,26445.81,1.0,4.0,5.0,10.0
C0183,Xiti Pandya,Kolkata,organic,Champions,1,3,14072.7,4.0,3.0,4.0,11.0
C1459,Chanakya Modi,Delhi,paid_search,Loyal,206,5,14800.17,1.0,5.0,4.0,10.0
C0640,Urishilla Oza,Bengaluru,paid_search,Champions,1,4,30700.87,4.0,4.0,5.0,13.0
C1535,Reva Sane,Bengaluru,paid_search,At Risk,1,3,10570.6,4.0,3.0,3.0,10.0
C0056,Radha Pai,Ahmedabad,organic,Champions,1,6,16108.72,4.0,5.0,4.0,13.0
C0517,Urvi Dua,Kolkata,organic,Lost,105,1,1155.99,2.0,1.0,1.0,4.0
C1519,Chavvi Bandi,Ahmedabad,referral,Champions,1,9,32049.91,4.0,5.0,5.0,14.0
C1982,Leena Divan,Pune,referral,At Risk,1,1,3269.15,4.0,1.0,1.0,6.0
C0432,Yochana Bawa,Kolkata,paid_search,Loyal,142,6,13638.69,1.0,5.0,4.0,10.0
C1399,Madhav Kala,Mumbai,social_media,Lost,417,1,1924.28,1.0,1.0,1.0,3.0
C0117,Ekiya D’Alia,Mumbai,organic,Champions,1,4,16966.06,4.0,4.0,4.0,12.0
C1592,Saumya Rege,Chennai,social_media,Champions,1,4,9220.28,4.0,4.0,3.0,11.0
C1958,Vamakshi Hora,Jaipur,organic,Champions,1,7,16021.18,4.0,5.0,4.0,13.0
C1466,Devika Setty,Jaipur,referral,Champions,1,8,18077.26,4.0,5.0,4.0,13.0
C1177,Maya Bassi,Ahmedabad,organic,At Risk,1,3,6564.79,4.0,3.0,2.0,9.0
C1292,Waida Anne,Ahmedabad,social_media,At Risk,1,2,3507.78,4.0,2.0,1.0,7.0
C1506,Chatresh Ramaswamy,Chennai,referral,Loyal,99,5,8434.37,2.0,5.0,2.0,9.0
C1024,Warhi Vyas,Chennai,organic,Champions,1,6,41725.09,4.0,5.0,5.0,14.0
